(.venv) harshinisaidonepudi@dhcp-vl2051-348 mle-module-4-93c3173d-HarshiniDonepudi % python project/run_mnist_multiclass.py
Epoch 8 loss 0.8977154691438713 valid acc 15/16
Epoch 8 loss 0.575259827019336 valid acc 15/16
Epoch 8 loss 0.852940817547168 valid acc 15/16
Epoch 8 loss 0.45544808866105563 valid acc 15/16
Epoch 8 loss 0.5312687288758121 valid acc 15/16
Epoch 8 loss 0.6812189032480445 valid acc 15/16
Epoch 8 loss 0.7514382066335603 valid acc 16/16
Epoch 9 loss 0.0036329473325677326 valid acc 16/16
Epoch 9 loss 1.154402508211368 valid acc 16/16
Epoch 9 loss 1.2179875476730604 valid acc 15/16
Epoch 9 loss 0.8245181206286156 valid acc 15/16
Epoch 9 loss 0.23651097274170077 valid acc 15/16
Epoch 9 loss 0.24471168791625392 valid acc 16/16
Epoch 9 loss 1.1181717280429424 valid acc 15/16
Epoch 9 loss 0.7156380836130403 valid acc 15/16
Epoch 9 loss 0.6832439175238842 valid acc 16/16
Epoch 9 loss 0.21944787567874155 valid acc 15/16
Epoch 9 loss 0.8305773668746186 valid acc 16/16
Epoch 9 loss 1.422664970291767 valid acc 15/16
Epoch 9 loss 1.1223403052975356 valid acc 15/16
Epoch 9 loss 0.8143826578195552 valid acc 15/16
Epoch 9 loss 1.1488185587478112 valid acc 15/16
Epoch 9 loss 0.5120052187628823 valid acc 15/16
Epoch 9 loss 1.4974785330792613 valid acc 15/16
Epoch 9 loss 0.7012858610086843 valid acc 16/16
Epoch 9 loss 1.3313766537588108 valid acc 15/16
Epoch 9 loss 0.7188269533124545 valid acc 15/16
Epoch 9 loss 1.1010031761072667 valid acc 15/16
Epoch 9 loss 0.8308792526267033 valid acc 16/16
Epoch 9 loss 0.3140285641416959 valid acc 16/16
Epoch 9 loss 0.3372684649588502 valid acc 16/16
Epoch 9 loss 0.34827889893989117 valid acc 16/16
Epoch 9 loss 0.6881017518429882 valid acc 15/16
Epoch 9 loss 0.22977428408909512 valid acc 15/16
Epoch 9 loss 0.2857661706278293 valid acc 15/16
Epoch 9 loss 0.5203916841762801 valid acc 15/16
Epoch 9 loss 0.35450455679253307 valid acc 16/16
Epoch 9 loss 0.41119327179403464 valid acc 16/16
Epoch 9 loss 0.3769440593567008 valid acc 16/16
Epoch 9 loss 0.22536648715978363 valid acc 16/16
Epoch 9 loss 0.7190683132984969 valid acc 14/16
Epoch 9 loss 1.4412037181826638 valid acc 15/16
Epoch 9 loss 0.7585253431371228 valid acc 16/16
Epoch 9 loss 0.44011013312227343 valid acc 15/16
Epoch 9 loss 0.554444636647168 valid acc 15/16
Epoch 9 loss 0.5429603232722634 valid acc 15/16
Epoch 9 loss 0.7516628272353671 valid acc 15/16
Epoch 9 loss 0.33722657538561734 valid acc 15/16
Epoch 9 loss 0.8119251654597727 valid acc 16/16
Epoch 9 loss 0.6289095125623732 valid acc 15/16
Epoch 9 loss 0.18277341203179473 valid acc 16/16
Epoch 9 loss 0.5122942866394644 valid acc 16/16
Epoch 9 loss 0.07096101982569732 valid acc 16/16
Epoch 9 loss 0.31620889529909 valid acc 16/16
Epoch 9 loss 1.1338693141285703 valid acc 16/16
Epoch 9 loss 0.4645921646537376 valid acc 15/16
Epoch 9 loss 0.3332568941169127 valid acc 16/16
Epoch 9 loss 0.3391487978001841 valid acc 15/16
Epoch 9 loss 0.40365436295753243 valid acc 15/16
Epoch 9 loss 0.8601093767433626 valid acc 15/16
Epoch 9 loss 0.39473707879662406 valid acc 15/16
Epoch 9 loss 0.27660940933658285 valid acc 15/16
Epoch 9 loss 0.3002129210256094 valid acc 15/16
Epoch 9 loss 0.18542112081789955 valid acc 15/16
Epoch 9 loss 0.47846852924401384 valid acc 15/16
Epoch 9 loss 0.5144072827762945 valid acc 14/16
Epoch 9 loss 0.3504156104837499 valid acc 14/16
Epoch 9 loss 0.7145157078000481 valid acc 15/16
Epoch 9 loss 0.5371577251468207 valid acc 15/16
Epoch 9 loss 0.5288486157499375 valid acc 14/16
Epoch 10 loss 0.009902772409094353 valid acc 14/16
Epoch 10 loss 0.3888773315627402 valid acc 15/16
Epoch 10 loss 0.798176175978082 valid acc 15/16
Epoch 10 loss 0.8224543442566811 valid acc 15/16
Epoch 10 loss 0.192155202759269 valid acc 15/16
Epoch 10 loss 0.26644208067481695 valid acc 16/16
Epoch 10 loss 0.6546665224966579 valid acc 15/16
Epoch 10 loss 1.0953651045988446 valid acc 15/16
Epoch 10 loss 0.681489262853526 valid acc 15/16
Epoch 10 loss 0.2618522914581517 valid acc 15/16
Epoch 10 loss 0.45040242787509144 valid acc 15/16
Epoch 10 loss 0.9463083052348559 valid acc 15/16
Epoch 10 loss 1.2273593841700317 valid acc 15/16
Epoch 10 loss 0.998304903657766 valid acc 15/16
Epoch 10 loss 0.3831134227068186 valid acc 15/16
Epoch 10 loss 1.0125416611855849 valid acc 15/16
Epoch 10 loss 1.2952032367953343 valid acc 15/16
Epoch 10 loss 0.7747960459628447 valid acc 16/16
Epoch 10 loss 0.6992533909010659 valid acc 16/16
Epoch 10 loss 0.26845094000464786 valid acc 16/16
Epoch 10 loss 0.8610312398089253 valid acc 15/16
Epoch 10 loss 0.25981940836554357 valid acc 16/16
Epoch 10 loss 0.20702992457930802 valid acc 16/16
Epoch 10 loss 0.14540741818309444 valid acc 16/16
Epoch 10 loss 0.22556663999263382 valid acc 16/16
Epoch 10 loss 0.6745258182767402 valid acc 15/16
Epoch 10 loss 0.495005480809857 valid acc 15/16
Epoch 10 loss 0.6093007627925908 valid acc 15/16
Epoch 10 loss 0.4004383869777226 valid acc 15/16
Epoch 10 loss 0.16805003856248782 valid acc 15/16
Epoch 10 loss 0.5096337231093302 valid acc 14/16
Epoch 10 loss 0.7029653328446597 valid acc 15/16
Epoch 10 loss 0.3715098894980402 valid acc 15/16
Epoch 10 loss 0.32571650830568377 valid acc 16/16
Epoch 10 loss 0.7510540922213049 valid acc 16/16
Epoch 10 loss 0.3274531712164815 valid acc 16/16
Epoch 10 loss 0.7934809518381428 valid acc 15/16
Epoch 10 loss 0.8535382046280606 valid acc 16/16
Epoch 10 loss 0.5771016063998201 valid acc 16/16
Epoch 10 loss 0.2044237354185332 valid acc 16/16
Epoch 10 loss 0.19497092872636068 valid acc 16/16
Epoch 10 loss 1.4254290089453874 valid acc 16/16
Epoch 10 loss 0.2479702274043218 valid acc 15/16
Epoch 10 loss 0.45204665143002487 valid acc 15/16
Epoch 10 loss 0.9397963105553251 valid acc 15/16
Epoch 10 loss 0.13684692698995593 valid acc 15/16
Epoch 10 loss 0.7209723311260927 valid acc 15/16
Epoch 10 loss 0.8707380264939186 valid acc 16/16
Epoch 10 loss 0.7139248599271679 valid acc 15/16
Epoch 10 loss 0.258187063049238 valid acc 15/16
Epoch 10 loss 0.17478249794537676 valid acc 16/16
Epoch 10 loss 0.6175050786668749 valid acc 15/16
Epoch 10 loss 1.0565945384474227 valid acc 15/16
Epoch 10 loss 0.5089520649589228 valid acc 15/16
Epoch 10 loss 0.5985699096435612 valid acc 15/16
Epoch 10 loss 0.2801780073896285 valid acc 15/16
Epoch 10 loss 0.7997510306558847 valid acc 14/16
Epoch 10 loss 0.23310729919208195 valid acc 15/16
Epoch 10 loss 0.6566976914937422 valid acc 13/16
Epoch 10 loss 0.41940004998624175 valid acc 15/16
Epoch 10 loss 0.2729575012543105 valid acc 14/16
Epoch 10 loss 0.7392611146146488 valid acc 15/16
Epoch 10 loss 0.4211135121589409 valid acc 15/16
Epoch 11 loss 0.011674756754976815 valid acc 15/16
Epoch 11 loss 0.3826643198294193 valid acc 15/16
Epoch 11 loss 0.6026619759915579 valid acc 15/16
Epoch 11 loss 0.6774409439762287 valid acc 15/16
Epoch 11 loss 0.06727429097273005 valid acc 15/16
Epoch 11 loss 0.2016488979419291 valid acc 16/16
Epoch 11 loss 0.6361209244436902 valid acc 15/16
Epoch 11 loss 0.6271498131030802 valid acc 15/16
Epoch 11 loss 0.30133153198845253 valid acc 16/16
Epoch 11 loss 0.2571689811979151 valid acc 16/16
Epoch 11 loss 0.5175582079857591 valid acc 16/16
Epoch 11 loss 0.8695352061881634 valid acc 16/16
Epoch 11 loss 0.6315122646052548 valid acc 16/16
Epoch 11 loss 1.0136326238315192 valid acc 15/16
Epoch 11 loss 0.6936870802775981 valid acc 16/16
Epoch 11 loss 0.5813260741942419 valid acc 15/16
Epoch 11 loss 0.9422426185144006 valid acc 16/16
Epoch 11 loss 0.751566773488086 valid acc 16/16
Epoch 11 loss 1.085094606953492 valid acc 16/16
Epoch 11 loss 0.4337972201314164 valid acc 15/16
Epoch 11 loss 0.5704522669764689 valid acc 15/16
Epoch 11 loss 0.3975222468785059 valid acc 15/16
Epoch 11 loss 0.20266361015606263 valid acc 16/16
Epoch 11 loss 0.26787129100757884 valid acc 16/16
Epoch 11 loss 0.18505705603557857 valid acc 16/16
Epoch 11 loss 0.3068747160747163 valid acc 16/16
Epoch 11 loss 0.16953045339216283 valid acc 15/16
Epoch 11 loss 0.24172438025831722 valid acc 15/16
Epoch 11 loss 0.6605349379082066 valid acc 15/16
Epoch 11 loss 0.24014198601565362 valid acc 16/16
Epoch 11 loss 0.21177241219679238 valid acc 16/16
Epoch 11 loss 0.1530276390518191 valid acc 16/16
Epoch 11 loss 0.13662175802798562 valid acc 16/16
Epoch 11 loss 0.11821694065550649 valid acc 16/16
Epoch 11 loss 1.0199848993108698 valid acc 16/16
Epoch 11 loss 0.9485334692746544 valid acc 15/16
Epoch 11 loss 0.13553280161001965 valid acc 16/16
Epoch 11 loss 0.4122335601469094 valid acc 16/16
Epoch 11 loss 0.6078003090405669 valid acc 15/16
Epoch 11 loss 0.8612103628116543 valid acc 15/16
Epoch 11 loss 0.19398164769668166 valid acc 15/16
Epoch 11 loss 0.4383598558517295 valid acc 15/16
Epoch 11 loss 0.5320401209666317 valid acc 15/16
Epoch 11 loss 0.5662954541381521 valid acc 16/16
Epoch 11 loss 0.5685343340304734 valid acc 16/16
Epoch 11 loss 0.258657903824782 valid acc 16/16
Epoch 11 loss 0.6437206211528355 valid acc 16/16
Epoch 11 loss 0.7769068615380771 valid acc 15/16
Epoch 11 loss 0.7813376322449815 valid acc 15/16
Epoch 11 loss 0.33423555694345514 valid acc 15/16
Epoch 11 loss 0.5646606000613585 valid acc 15/16
Epoch 11 loss 0.603578334776514 valid acc 15/16
Epoch 11 loss 0.4671409628336301 valid acc 14/16
Epoch 11 loss 0.2368643979185172 valid acc 14/16
Epoch 11 loss 0.7708097619947172 valid acc 15/16
Epoch 11 loss 0.19541577905415938 valid acc 15/16
Epoch 11 loss 0.35688059349944323 valid acc 15/16
Epoch 11 loss 0.715682856780276 valid acc 15/16
Epoch 11 loss 0.997312439311437 valid acc 15/16
Epoch 11 loss 0.4202170070563038 valid acc 14/16
Epoch 11 loss 0.17539962218270527 valid acc 15/16
Epoch 11 loss 0.36969458203552846 valid acc 16/16
Epoch 11 loss 0.4901139316253512 valid acc 15/16
Epoch 12 loss 0.020683697104548333 valid acc 15/16
Epoch 12 loss 0.6224145060032299 valid acc 16/16
Epoch 12 loss 0.8998568906670041 valid acc 15/16
Epoch 12 loss 0.37660551610806126 valid acc 16/16
Epoch 12 loss 0.15389937475317747 valid acc 15/16
Epoch 12 loss 0.3054406446447048 valid acc 15/16
Epoch 12 loss 0.6483485879834578 valid acc 15/16
Epoch 12 loss 0.487380666588454 valid acc 15/16
Epoch 12 loss 0.5115896756847881 valid acc 14/16
Epoch 12 loss 0.34928083426423256 valid acc 16/16
Epoch 12 loss 0.6460964775593045 valid acc 16/16
Epoch 12 loss 0.37897367855261194 valid acc 15/16
Epoch 12 loss 0.8932571989111329 valid acc 16/16
Epoch 12 loss 0.7016820468653839 valid acc 15/16
Epoch 12 loss 0.7992993907014105 valid acc 16/16
Epoch 12 loss 0.6304608265627605 valid acc 15/16
Epoch 12 loss 1.0341938998054663 valid acc 16/16
Epoch 12 loss 1.0995662092993272 valid acc 16/16
Epoch 12 loss 0.7866812037265268 valid acc 15/16
Epoch 12 loss 0.5230935275421636 valid acc 16/16
Epoch 12 loss 0.6400506663886423 valid acc 16/16
Epoch 12 loss 0.4327937778490487 valid acc 16/16
Epoch 12 loss 0.1218904890413226 valid acc 16/16
Epoch 12 loss 0.21770719873620475 valid acc 16/16
Epoch 12 loss 0.4239721662574433 valid acc 14/16
Epoch 12 loss 0.8722581133014137 valid acc 16/16
Epoch 12 loss 0.308697433788532 valid acc 16/16
Epoch 12 loss 0.3234978365019679 valid acc 16/16
Epoch 12 loss 0.10780983634136962 valid acc 16/16
Epoch 12 loss 0.18577899102639547 valid acc 16/16
Epoch 12 loss 0.46678308816118286 valid acc 16/16
Epoch 12 loss 0.3928862340675609 valid acc 16/16
Epoch 12 loss 0.13240417256993656 valid acc 16/16
Epoch 12 loss 0.35250716329236925 valid acc 16/16
Epoch 12 loss 0.9267909463398027 valid acc 16/16
Epoch 12 loss 0.3034663640243427 valid acc 16/16
Epoch 12 loss 0.4111345367232429 valid acc 15/16
Epoch 12 loss 0.791558951011136 valid acc 15/16
Epoch 12 loss 0.49082679513193056 valid acc 15/16
Epoch 12 loss 0.4366941259734052 valid acc 15/16
Epoch 12 loss 0.16609335714262444 valid acc 15/16
Epoch 12 loss 0.2542574739538259 valid acc 16/16
Epoch 12 loss 0.14548133190705162 valid acc 16/16
Epoch 12 loss 0.3294017765427009 valid acc 16/16
Epoch 12 loss 0.3929716833807256 valid acc 16/16
Epoch 12 loss 0.14695340133161539 valid acc 16/16
Epoch 12 loss 0.4700992164072615 valid acc 16/16
Epoch 12 loss 0.7636316354803121 valid acc 16/16
Epoch 12 loss 0.48113483636896726 valid acc 16/16
Epoch 12 loss 0.09709826689374233 valid acc 16/16
Epoch 12 loss 0.28529425215882337 valid acc 15/16
Epoch 12 loss 0.1402383112279049 valid acc 15/16
Epoch 12 loss 0.7875992804817777 valid acc 16/16
Epoch 12 loss 0.41249720977879106 valid acc 16/16
Epoch 12 loss 0.17633759768021678 valid acc 16/16
Epoch 12 loss 0.18144507238732713 valid acc 15/16
Epoch 12 loss 0.2792882944748323 valid acc 16/16
Epoch 12 loss 0.3171043999489291 valid acc 16/16
Epoch 12 loss 1.1233555290961181 valid acc 16/16
Epoch 12 loss 0.39924063844876423 valid acc 16/16
Epoch 12 loss 0.31293100644318206 valid acc 16/16
Epoch 12 loss 0.2186209999320076 valid acc 16/16
Epoch 12 loss 0.5221759354292564 valid acc 16/16
Epoch 13 loss 0.017665880886578066 valid acc 16/16
Epoch 13 loss 0.6369351816377848 valid acc 16/16
Epoch 13 loss 0.6182340146901676 valid acc 15/16
Epoch 13 loss 0.4637093263624017 valid acc 14/16
Epoch 13 loss 0.30850667702117635 valid acc 15/16
Epoch 13 loss 0.33800043252183826 valid acc 16/16
Epoch 13 loss 1.0026344497472701 valid acc 14/16
Epoch 13 loss 1.5305214254315442 valid acc 15/16
Epoch 13 loss 0.5470796644128793 valid acc 16/16
Epoch 13 loss 0.560704640756648 valid acc 15/16
Epoch 13 loss 0.529571691721288 valid acc 15/16
Epoch 13 loss 1.1041384239917182 valid acc 15/16
Epoch 13 loss 0.9474984880894306 valid acc 15/16
Epoch 13 loss 0.5984916668750094 valid acc 14/16
Epoch 13 loss 0.6208455955740132 valid acc 15/16
Epoch 13 loss 0.5937507260824224 valid acc 15/16
Epoch 13 loss 1.0591946565250328 valid acc 15/16
Epoch 13 loss 0.6493176976976239 valid acc 16/16
Epoch 13 loss 0.45530881046736127 valid acc 16/16
Epoch 13 loss 0.5884508770404747 valid acc 14/16
Epoch 13 loss 1.0228710138810688 valid acc 15/16
Epoch 13 loss 0.5236804643263295 valid acc 15/16
Epoch 13 loss 0.11522704391612605 valid acc 16/16
Epoch 13 loss 0.45538584854173114 valid acc 16/16
Epoch 13 loss 0.3124171572357076 valid acc 16/16
Epoch 13 loss 0.3849056725396866 valid acc 16/16
Epoch 13 loss 0.47380278303661977 valid acc 16/16
Epoch 13 loss 0.4347462123274435 valid acc 16/16
Epoch 13 loss 0.6553425732402989 valid acc 16/16
Epoch 13 loss 0.45174339157873283 valid acc 16/16
Epoch 13 loss 0.23656397955674743 valid acc 16/16
Epoch 13 loss 0.28967470004382223 valid acc 16/16
Epoch 13 loss 0.08398693943381356 valid acc 16/16
Epoch 13 loss 0.1656509339256586 valid acc 16/16
Epoch 13 loss 0.952317488040168 valid acc 16/16
Epoch 13 loss 0.2695532994526233 valid acc 16/16
Epoch 13 loss 0.14524934923334326 valid acc 16/16
Epoch 13 loss 0.07115778757641261 valid acc 16/16
Epoch 13 loss 0.35909700627458796 valid acc 16/16
Epoch 13 loss 0.3193966868628983 valid acc 16/16
Epoch 13 loss 0.33199730233294267 valid acc 16/16
Epoch 13 loss 0.35916669947901636 valid acc 16/16
Epoch 13 loss 0.47479869980798806 valid acc 16/16
Epoch 13 loss 0.11406262095740309 valid acc 16/16
Epoch 13 loss 0.36396554698641387 valid acc 16/16
Epoch 13 loss 0.0330967188719441 valid acc 16/16
Epoch 13 loss 0.33257802542425996 valid acc 15/16
Epoch 13 loss 0.8963118401693699 valid acc 16/16
Epoch 13 loss 0.4247796489857124 valid acc 15/16
Epoch 13 loss 0.13211758693541895 valid acc 15/16
Epoch 13 loss 0.21374567200708233 valid acc 15/16
Epoch 13 loss 0.5859441205756741 valid acc 16/16
Epoch 13 loss 0.5514693701075511 valid acc 16/16
Epoch 13 loss 0.1565843247776219 valid acc 16/16
Epoch 13 loss 0.48078372863556545 valid acc 15/16
Epoch 13 loss 0.16921357260892125 valid acc 15/16
Epoch 13 loss 0.3498064731645054 valid acc 13/16
Epoch 13 loss 0.3480465983942735 valid acc 14/16
Epoch 13 loss 0.9632359115808222 valid acc 13/16
Epoch 13 loss 0.502977852708963 valid acc 13/16
Epoch 13 loss 0.1708689329986206 valid acc 13/16
Epoch 13 loss 0.42850453324489696 valid acc 14/16
Epoch 13 loss 0.5930878472398062 valid acc 15/16
Epoch 14 loss 0.0010137265645729864 valid acc 15/16
Epoch 14 loss 0.46601972212966036 valid acc 15/16
Epoch 14 loss 0.7802980056553335 valid acc 15/16
Epoch 14 loss 0.33039634785430283 valid acc 15/16
Epoch 14 loss 0.3119602998784924 valid acc 14/16
Epoch 14 loss 0.46665708907308223 valid acc 16/16
Epoch 14 loss 0.9179439586216276 valid acc 15/16
Epoch 14 loss 0.5981085224509023 valid acc 15/16
Epoch 14 loss 0.26674837584674865 valid acc 15/16
Epoch 14 loss 0.3525685294376129 valid acc 15/16
Epoch 14 loss 0.3755942327335744 valid acc 15/16
Epoch 14 loss 1.0430201554099017 valid acc 15/16
Epoch 14 loss 0.5063027638741863 valid acc 15/16
Epoch 14 loss 0.3603063598152389 valid acc 16/16
Epoch 14 loss 0.3666219541051728 valid acc 16/16
Epoch 14 loss 0.38007838987082876 valid acc 15/16
Epoch 14 loss 0.7397401859794837 valid acc 16/16
Epoch 14 loss 0.4210831709894724 valid acc 16/16
Epoch 14 loss 0.29745559002172367 valid acc 16/16
Epoch 14 loss 0.38851653936714753 valid acc 16/16
Epoch 14 loss 0.6462869724973734 valid acc 14/16
Epoch 14 loss 0.3482926538148341 valid acc 14/16
Epoch 14 loss 0.14296509109310301 valid acc 16/16
Epoch 14 loss 0.09605607341903999 valid acc 15/16
Epoch 14 loss 0.4353009640394123 valid acc 16/16
Epoch 14 loss 0.26304319654607394 valid acc 16/16
Epoch 14 loss 0.4365813465707473 valid acc 16/16
Epoch 14 loss 0.3221275147434207 valid acc 16/16
Epoch 14 loss 0.2918362520939267 valid acc 16/16
Epoch 14 loss 0.06444732857694115 valid acc 16/16
Epoch 14 loss 0.6234432751450059 valid acc 16/16
Epoch 14 loss 0.1292498728943085 valid acc 15/16
Epoch 14 loss 0.1389443887626266 valid acc 16/16
Epoch 14 loss 0.2940251173942311 valid acc 16/16
Epoch 14 loss 0.704515692265897 valid acc 16/16
Epoch 14 loss 0.23867824655786007 valid acc 16/16
Epoch 14 loss 0.6618887459158822 valid acc 16/16
Epoch 14 loss 0.45672405751010525 valid acc 16/16
Epoch 14 loss 0.20543806209072477 valid acc 16/16
Epoch 14 loss 0.49650806488915517 valid acc 16/16
Epoch 14 loss 0.8516561691942102 valid acc 16/16
Epoch 14 loss 0.13707115347795656 valid acc 16/16
Epoch 14 loss 0.39757825461208995 valid acc 15/16
Epoch 14 loss 0.1556372530575348 valid acc 15/16
Epoch 14 loss 0.7265129799593574 valid acc 16/16
Epoch 14 loss 0.41157007680802155 valid acc 15/16
Epoch 14 loss 0.22405647796241346 valid acc 16/16
Epoch 14 loss 0.7315280447197978 valid acc 15/16
Epoch 14 loss 0.4179252772490468 valid acc 15/16
Epoch 14 loss 0.12960358180678228 valid acc 15/16
Epoch 14 loss 0.21253754429650146 valid acc 16/16
Epoch 14 loss 0.41498712114825004 valid acc 16/16
Epoch 14 loss 0.8449174885610297 valid acc 16/16
Epoch 14 loss 0.147744066807367 valid acc 16/16
Epoch 14 loss 0.6148887699739658 valid acc 15/16
Epoch 14 loss 0.1893170124215161 valid acc 15/16
Epoch 14 loss 0.2424770678873497 valid acc 15/16
Epoch 14 loss 0.37466631338789136 valid acc 15/16
Epoch 14 loss 0.6659287035222232 valid acc 15/16
Epoch 14 loss 0.4742358607020812 valid acc 16/16
Epoch 14 loss 0.15152867814609594 valid acc 15/16
Epoch 14 loss 0.126169825913897 valid acc 16/16
Epoch 14 loss 0.6567510513318321 valid acc 15/16
Epoch 15 loss 0.0005015404359139588 valid acc 15/16
Epoch 15 loss 0.5818441857201943 valid acc 15/16
Epoch 15 loss 0.42274480992148833 valid acc 15/16
Epoch 15 loss 0.6420917648893841 valid acc 15/16
Epoch 15 loss 0.13110992068092583 valid acc 15/16
Epoch 15 loss 0.43903188160314405 valid acc 15/16
Epoch 15 loss 0.21503143912814554 valid acc 15/16
Epoch 15 loss 0.784495102808209 valid acc 15/16
Epoch 15 loss 0.3959738630618833 valid acc 15/16
Epoch 15 loss 0.19191529172992652 valid acc 15/16
Epoch 15 loss 0.46135623926843683 valid acc 14/16
Epoch 15 loss 0.8306987249645558 valid acc 15/16
Epoch 15 loss 0.6586345928351203 valid acc 16/16
Epoch 15 loss 1.0995400753194688 valid acc 14/16
Epoch 15 loss 0.5350480144596405 valid acc 14/16
Epoch 15 loss 0.1156297493103166 valid acc 14/16
Epoch 15 loss 0.35627001853194484 valid acc 15/16
Epoch 15 loss 0.21533288594113606 valid acc 16/16
Epoch 15 loss 0.18359050044559 valid acc 16/16
Epoch 15 loss 0.27643762861596816 valid acc 15/16
Epoch 15 loss 0.60620197898233 valid acc 16/16
Epoch 15 loss 0.32689737412170544 valid acc 16/16
Epoch 15 loss 0.15821451289745297 valid acc 16/16
Epoch 15 loss 0.21505156048834717 valid acc 16/16
Epoch 15 loss 0.15428350777642763 valid acc 16/16
Epoch 15 loss 0.4698122929143941 valid acc 16/16
Epoch 15 loss 0.14731205203400388 valid acc 16/16
Epoch 15 loss 0.30964027744477496 valid acc 15/16
Epoch 15 loss 0.2178049846413177 valid acc 15/16
Epoch 15 loss 0.10870442674539799 valid acc 15/16
Epoch 15 loss 0.14931256818034405 valid acc 16/16
Epoch 15 loss 0.5999559377313834 valid acc 16/16
Epoch 15 loss 0.3387274228407653 valid acc 16/16
Epoch 15 loss 0.2776394346897558 valid acc 16/16
Epoch 15 loss 1.2725106464889393 valid acc 16/16
Epoch 15 loss 0.1959734524462385 valid acc 16/16
Epoch 15 loss 0.5917678640594694 valid acc 15/16
Epoch 15 loss 0.47371908444853505 valid acc 16/16
Epoch 15 loss 0.43578170739776795 valid acc 16/16
Epoch 15 loss 0.24901921642046104 valid acc 16/16
Epoch 15 loss 0.23354697577187503 valid acc 15/16
Epoch 15 loss 0.4300850660903638 valid acc 16/16
Epoch 15 loss 0.3591682969800314 valid acc 16/16
Epoch 15 loss 0.2265863155534062 valid acc 16/16
Epoch 15 loss 0.7227467550012239 valid acc 15/16
Epoch 15 loss 0.49206110667279457 valid acc 15/16
Epoch 15 loss 0.3560491910508097 valid acc 15/16
Epoch 15 loss 0.34929910983202694 valid acc 15/16
Epoch 15 loss 0.6280130457208946 valid acc 15/16
Epoch 15 loss 0.05300824223527369 valid acc 15/16
Epoch 15 loss 0.29137092127171793 valid acc 15/16
Epoch 15 loss 0.1774535746913261 valid acc 15/16
Epoch 15 loss 0.4175972108918205 valid acc 15/16
Epoch 15 loss 0.1862667293496935 valid acc 15/16
Epoch 15 loss 0.5740904519985283 valid acc 15/16
Epoch 15 loss 0.30269615577077896 valid acc 15/16
Epoch 15 loss 0.35186681687042215 valid acc 14/16
Epoch 15 loss 0.11477816633291583 valid acc 14/16
Epoch 15 loss 0.2618267168925682 valid acc 14/16
Epoch 15 loss 0.295728629211343 valid acc 14/16
Epoch 15 loss 0.13910424829234014 valid acc 15/16
Epoch 15 loss 0.2623061598518828 valid acc 15/16
Epoch 15 loss 0.9128068750539351 valid acc 15/16
Epoch 16 loss 0.000660768130375978 valid acc 14/16
Epoch 16 loss 0.4221303199108035 valid acc 15/16
Epoch 16 loss 0.8287749775708019 valid acc 14/16
Epoch 16 loss 0.1920599667550914 valid acc 14/16
Epoch 16 loss 0.04693594279832953 valid acc 14/16
Epoch 16 loss 0.10433232022923215 valid acc 14/16
Epoch 16 loss 0.5353499252187732 valid acc 14/16
Epoch 16 loss 0.6472492553593586 valid acc 15/16
Epoch 16 loss 0.3403857894699844 valid acc 15/16
Epoch 16 loss 0.12229158391645434 valid acc 16/16
Epoch 16 loss 0.4833682123057147 valid acc 16/16
Epoch 16 loss 0.4926508038885236 valid acc 16/16
Epoch 16 loss 0.43520739070992975 valid acc 16/16
Epoch 16 loss 0.4653420745563623 valid acc 16/16
Epoch 16 loss 0.6020037414407801 valid acc 16/16
Epoch 16 loss 0.45004187786827 valid acc 15/16
Epoch 16 loss 1.090021735571616 valid acc 15/16
Epoch 16 loss 0.282681691013036 valid acc 16/16
Epoch 16 loss 0.2894345217412393 valid acc 16/16
Epoch 16 loss 0.225845642043409 valid acc 16/16
Epoch 16 loss 0.6645623976769087 valid acc 15/16
Epoch 16 loss 0.37766622204960754 valid acc 14/16
Epoch 16 loss 0.07507449784522055 valid acc 15/16
Epoch 16 loss 0.03428130354669752 valid acc 14/16
Epoch 16 loss 0.3989161075065629 valid acc 15/16
Epoch 16 loss 0.49168976980188694 valid acc 15/16
Epoch 16 loss 0.28723470801941026 valid acc 16/16
Epoch 16 loss 0.19975516810571675 valid acc 16/16
Epoch 16 loss 1.0515096881571002 valid acc 15/16
Epoch 16 loss 0.14040860268376182 valid acc 15/16
Epoch 16 loss 0.23984630434975182 valid acc 15/16
Epoch 16 loss 0.2488153951657268 valid acc 16/16
Epoch 16 loss 0.07548647935534564 valid acc 16/16
Epoch 16 loss 0.41282599615186283 valid acc 15/16
Epoch 16 loss 1.34608872743294 valid acc 16/16
Epoch 16 loss 0.30778055637829993 valid acc 16/16
Epoch 16 loss 0.40961006386467314 valid acc 16/16
Epoch 16 loss 0.4808152992348025 valid acc 16/16
Epoch 16 loss 0.2120025788449893 valid acc 16/16
Epoch 16 loss 0.35091707514291115 valid acc 16/16
Epoch 16 loss 0.31433955717305556 valid acc 16/16
Epoch 16 loss 0.1576848605271282 valid acc 16/16
Epoch 16 loss 0.15699074622068 valid acc 15/16
Epoch 16 loss 0.03359469411457331 valid acc 15/16
Epoch 16 loss 0.9483998042468256 valid acc 15/16
Epoch 16 loss 0.1920790016168622 valid acc 15/16
Epoch 16 loss 0.40650864231065287 valid acc 15/16
Epoch 16 loss 0.4145663647163926 valid acc 15/16
Epoch 16 loss 0.8709505800180389 valid acc 15/16
Epoch 16 loss 0.08601184845206535 valid acc 15/16
