.venv) harshinisaidonepudi@dhcp-vl2051-348 mle-module-4-93c3173d-HarshiniDonepudi % python project/run_mnist_multiclass.py
Epoch 8 loss 0.37105499515409895 valid acc 15/16
Epoch 8 loss 0.7412915904889357 valid acc 13/16
Epoch 8 loss 1.3657496610735436 valid acc 15/16
Epoch 8 loss 0.9831063834691438 valid acc 15/16
Epoch 8 loss 0.27597505041331577 valid acc 15/16
Epoch 8 loss 1.6453496504940337 valid acc 15/16
Epoch 8 loss 0.6387139118302074 valid acc 15/16
Epoch 8 loss 1.9277382138194445 valid acc 14/16
Epoch 8 loss 1.7902320028677967 valid acc 16/16
Epoch 8 loss 0.5686218946134096 valid acc 15/16
Epoch 8 loss 1.1013577659848177 valid acc 13/16
Epoch 8 loss 1.4614935880145716 valid acc 16/16
Epoch 8 loss 0.6021306382029508 valid acc 16/16
Epoch 8 loss 1.0075408918854172 valid acc 16/16
Epoch 8 loss 0.590622072286209 valid acc 16/16
Epoch 8 loss 0.6025159937351795 valid acc 16/16
Epoch 8 loss 0.3575485294450832 valid acc 16/16
Epoch 8 loss 0.47463949103174685 valid acc 16/16
Epoch 8 loss 0.9694417119055936 valid acc 14/16
Epoch 8 loss 1.2024402850047973 valid acc 12/16
Epoch 8 loss 0.9516654705909902 valid acc 15/16
Epoch 8 loss 0.9933909116824235 valid acc 15/16
Epoch 8 loss 1.1557639549045313 valid acc 15/16
Epoch 8 loss 1.0648032042896989 valid acc 15/16
Epoch 9 loss 0.002252717525998804 valid acc 15/16
Epoch 9 loss 0.9607732140448662 valid acc 15/16
Epoch 9 loss 0.8909395308789796 valid acc 15/16
Epoch 9 loss 0.5932059144141407 valid acc 15/16
Epoch 9 loss 0.7308883888199945 valid acc 15/16
Epoch 9 loss 0.6839542704984336 valid acc 14/16
Epoch 9 loss 1.0358387861740046 valid acc 13/16
Epoch 9 loss 0.7250190647459213 valid acc 14/16
Epoch 9 loss 0.6936840195357439 valid acc 14/16
Epoch 9 loss 0.5638774180323217 valid acc 14/16
Epoch 9 loss 0.2164876882358767 valid acc 14/16
Epoch 9 loss 1.1769925887846029 valid acc 15/16
Epoch 9 loss 1.4389076318202645 valid acc 14/16
Epoch 9 loss 0.9367594877801302 valid acc 14/16
Epoch 9 loss 0.4960500026482243 valid acc 15/16
Epoch 9 loss 1.163266302486719 valid acc 15/16
Epoch 9 loss 1.2306647605945926 valid acc 15/16
Epoch 9 loss 0.6669997804976247 valid acc 15/16
Epoch 9 loss 1.3613436954336084 valid acc 15/16
Epoch 9 loss 1.0985395940340537 valid acc 14/16
Epoch 9 loss 0.8524191540974843 valid acc 15/16
Epoch 9 loss 1.0102424944563955 valid acc 16/16
Epoch 9 loss 0.6805729956614494 valid acc 14/16
Epoch 9 loss 0.757092686167518 valid acc 13/16
Epoch 9 loss 1.0202311043349113 valid acc 14/16
Epoch 9 loss 1.652068829372293 valid acc 13/16
Epoch 9 loss 1.5403400962757599 valid acc 15/16
Epoch 9 loss 0.6533389710816938 valid acc 15/16
Epoch 9 loss 0.5705359767963769 valid acc 14/16
Epoch 9 loss 0.6659162644980299 valid acc 15/16
Epoch 9 loss 0.3842934336821434 valid acc 15/16
Epoch 9 loss 1.125456997834309 valid acc 15/16
Epoch 9 loss 0.07908577471849987 valid acc 15/16
Epoch 9 loss 1.404615834138781 valid acc 15/16
Epoch 9 loss 1.0475120570718202 valid acc 15/16
Epoch 9 loss 1.0843530759542874 valid acc 16/16
Epoch 9 loss 1.086732359453902 valid acc 15/16
Epoch 9 loss 1.1701603252436976 valid acc 14/16
Epoch 9 loss 0.6658997928071808 valid acc 14/16
Epoch 9 loss 1.0837651122132945 valid acc 16/16
Epoch 9 loss 0.8834296769921133 valid acc 16/16
Epoch 9 loss 1.2139071897770304 valid acc 15/16
Epoch 9 loss 0.8913870861711866 valid acc 16/16
Epoch 9 loss 0.3064416661860915 valid acc 16/16
Epoch 9 loss 0.8274541099613205 valid acc 16/16
Epoch 9 loss 0.29823927921807275 valid acc 16/16
Epoch 9 loss 1.3219815284576835 valid acc 15/16
Epoch 9 loss 1.2931379465851776 valid acc 16/16
Epoch 9 loss 0.33027038055201896 valid acc 16/16
Epoch 9 loss 0.634996387098681 valid acc 16/16
Epoch 9 loss 1.2389335777696644 valid acc 15/16
Epoch 9 loss 0.8597161797392416 valid acc 16/16
Epoch 9 loss 1.3234527591212335 valid acc 15/16
Epoch 9 loss 1.0123364860001873 valid acc 15/16
Epoch 9 loss 0.8475119949425026 valid acc 15/16
Epoch 9 loss 0.6686515121219327 valid acc 16/16
Epoch 9 loss 0.5335599830930319 valid acc 16/16
Epoch 9 loss 0.986590220138851 valid acc 16/16
Epoch 9 loss 0.7223502208557092 valid acc 15/16
Epoch 9 loss 0.27889167320441766 valid acc 15/16
Epoch 9 loss 0.5966036439505458 valid acc 15/16
Epoch 9 loss 0.517732134169414 valid acc 15/16
Epoch 9 loss 0.8074247865729078 valid acc 15/16
Epoch 10 loss 0.018640688792854947 valid acc 15/16
Epoch 10 loss 0.9576694087876291 valid acc 15/16
Epoch 10 loss 0.643533443415819 valid acc 15/16
Epoch 10 loss 1.4805971672483798 valid acc 15/16
Epoch 10 loss 0.6676774287504329 valid acc 15/16
Epoch 10 loss 0.8901999059901502 valid acc 15/16
Epoch 10 loss 1.0091720876880446 valid acc 16/16
Epoch 10 loss 1.1661531861133254 valid acc 15/16
Epoch 10 loss 0.9624811375808341 valid acc 15/16
Epoch 10 loss 0.5934112406287807 valid acc 15/16
Epoch 10 loss 0.6892879612998918 valid acc 14/16
Epoch 10 loss 0.9561188120778369 valid acc 16/16
Epoch 10 loss 0.9235030753178162 valid acc 14/16
Epoch 10 loss 1.4278229430074514 valid acc 14/16
Epoch 10 loss 0.8294630331145241 valid acc 15/16
Epoch 10 loss 1.1160849685541814 valid acc 15/16
Epoch 10 loss 2.3369597797596278 valid acc 14/16
Epoch 10 loss 1.1817185303687379 valid acc 15/16
Epoch 10 loss 0.6569963391469833 valid acc 15/16
Epoch 10 loss 1.474708816819104 valid acc 14/16
Epoch 10 loss 0.9339473703355983 valid acc 15/16
Epoch 10 loss 0.4448149446497242 valid acc 15/16
Epoch 10 loss 0.23120563212062945 valid acc 15/16
Epoch 10 loss 0.574746603954737 valid acc 15/16
Epoch 10 loss 0.3151172666162075 valid acc 16/16
Epoch 10 loss 1.0859083775527514 valid acc 15/16
Epoch 10 loss 0.9885467030785996 valid acc 16/16
Epoch 10 loss 0.6660645590749462 valid acc 14/16
Epoch 10 loss 0.3210785027758862 valid acc 15/16
Epoch 10 loss 0.21828708682911088 valid acc 15/16
Epoch 10 loss 1.1587481177590533 valid acc 15/16
Epoch 10 loss 1.3041451549976952 valid acc 16/16
Epoch 10 loss 0.2500101455168736 valid acc 14/16
Epoch 10 loss 0.8242916091679473 valid acc 14/16
Epoch 10 loss 0.8971525280721568 valid acc 15/16
Epoch 10 loss 0.653658360970834 valid acc 14/16
Epoch 10 loss 1.8482066741949355 valid acc 14/16
Epoch 10 loss 1.7325003659026446 valid acc 15/16
Epoch 10 loss 0.7963881965799221 valid acc 15/16
Epoch 10 loss 0.46799600943083747 valid acc 15/16
Epoch 10 loss 0.7157989067514958 valid acc 15/16
Epoch 10 loss 0.5085946899511484 valid acc 16/16
Epoch 10 loss 0.4663367455230231 valid acc 16/16
Epoch 10 loss 0.15572966813481948 valid acc 16/16
Epoch 10 loss 0.4656135471151711 valid acc 15/16
Epoch 10 loss 0.7532159747364849 valid acc 16/16
Epoch 10 loss 1.4785154154902893 valid acc 16/16
Epoch 10 loss 0.8489837724099907 valid acc 16/16
Epoch 10 loss 0.5441774300495572 valid acc 16/16
Epoch 10 loss 0.5232530850750831 valid acc 16/16
Epoch 10 loss 0.8030763623621636 valid acc 14/16
Epoch 10 loss 0.29088803070501607 valid acc 15/16
Epoch 10 loss 0.3873384996221687 valid acc 15/16
Epoch 10 loss 0.33742218411898156 valid acc 16/16
Epoch 10 loss 0.44855204931291603 valid acc 15/16
Epoch 10 loss 0.5476435735840552 valid acc 16/16
Epoch 10 loss 0.8358570252543228 valid acc 15/16
Epoch 10 loss 1.395162022107532 valid acc 16/16
Epoch 10 loss 0.6673705129770602 valid acc 16/16
Epoch 10 loss 0.7032662095980892 valid acc 16/16
Epoch 10 loss 0.7821750432294576 valid acc 16/16
Epoch 10 loss 0.493113253632194 valid acc 15/16
Epoch 10 loss 0.6968645390475168 valid acc 15/16
Epoch 11 loss 0.014072769475118924 valid acc 15/16
Epoch 11 loss 0.947057216653823 valid acc 14/16
Epoch 11 loss 0.8005788199894646 valid acc 16/16
Epoch 11 loss 0.42427894608691447 valid acc 15/16
Epoch 11 loss 0.24904848656165757 valid acc 16/16
Epoch 11 loss 0.40844995339312745 valid acc 15/16
Epoch 11 loss 1.4208551265459988 valid acc 16/16
Epoch 11 loss 0.7973196794731795 valid acc 15/16
Epoch 11 loss 0.28660598903141 valid acc 16/16
Epoch 11 loss 0.6278803564057541 valid acc 15/16
Epoch 11 loss 0.7814905822228523 valid acc 15/16
Epoch 11 loss 1.1212573750394557 valid acc 13/16
Epoch 11 loss 1.7782334563144369 valid acc 15/16
Epoch 11 loss 1.2384834256415824 valid acc 15/16
Epoch 11 loss 1.1994175233728674 valid acc 16/16
Epoch 11 loss 0.5549141193618016 valid acc 14/16
Epoch 11 loss 0.9629274604115197 valid acc 15/16
Epoch 11 loss 0.8754440762003313 valid acc 16/16
Epoch 11 loss 0.5708413322123183 valid acc 16/16
Epoch 11 loss 0.9230697968480064 valid acc 15/16
Epoch 11 loss 0.7528099106389059 valid acc 16/16
Epoch 11 loss 0.6759045471561645 valid acc 16/16
Epoch 11 loss 0.4203436013573322 valid acc 16/16
Epoch 11 loss 0.7438673498579768 valid acc 15/16
Epoch 11 loss 0.518042187575585 valid acc 16/16
Epoch 11 loss 1.6493775501856942 valid acc 16/16
Epoch 11 loss 0.9915688478051021 valid acc 16/16
Epoch 11 loss 0.4729508675049947 valid acc 16/16
Epoch 11 loss 0.4695532435823299 valid acc 14/16
Epoch 11 loss 0.5461154764646656 valid acc 16/16
Epoch 11 loss 1.1759805541855668 valid acc 16/16
Epoch 11 loss 1.6384226853728472 valid acc 16/16
Epoch 11 loss 0.4611678301502189 valid acc 16/16
Epoch 11 loss 0.9072518695336073 valid acc 15/16
Epoch 11 loss 0.8448842690396525 valid acc 16/16
Epoch 11 loss 1.1629943863657997 valid acc 15/16
Epoch 11 loss 0.9087205882161268 valid acc 15/16
Epoch 11 loss 0.38346211548641607 valid acc 16/16
Epoch 11 loss 0.5515047602666444 valid acc 14/16
Epoch 11 loss 0.738974259878388 valid acc 15/16
Epoch 11 loss 0.9587712355631941 valid acc 15/16
Epoch 11 loss 0.902863280930486 valid acc 16/16
Epoch 11 loss 0.7444106775914082 valid acc 16/16
Epoch 11 loss 0.4885976150827299 valid acc 16/16
Epoch 11 loss 0.5832600879810059 valid acc 14/16
Epoch 11 loss 0.35264782327049676 valid acc 16/16
Epoch 11 loss 0.6878212217724804 valid acc 16/16
Epoch 11 loss 0.9357380773084194 valid acc 16/16
Epoch 11 loss 0.4461380948799082 valid acc 16/16
Epoch 11 loss 0.25638158033023467 valid acc 16/16
Epoch 11 loss 1.5021065583494129 valid acc 16/16
Epoch 11 loss 1.3652144176253977 valid acc 14/16
Epoch 11 loss 0.9256131375093184 valid acc 15/16
Epoch 11 loss 0.7696599582709698 valid acc 16/16
Epoch 11 loss 0.8190001286224844 valid acc 16/16
Epoch 11 loss 0.5996074468963988 valid acc 16/16
Epoch 11 loss 0.7924769453740046 valid acc 16/16
Epoch 11 loss 0.6454431530336535 valid acc 15/16
Epoch 11 loss 0.42540989719145905 valid acc 14/16
Epoch 11 loss 0.7013861912918682 valid acc 15/16
Epoch 11 loss 1.0561685882902652 valid acc 13/16
Epoch 11 loss 0.8381821185387011 valid acc 15/16
Epoch 11 loss 0.9301811700407663 valid acc 14/16
Epoch 12 loss 0.05952452177531495 valid acc 14/16
Epoch 12 loss 1.1017879904319612 valid acc 15/16
Epoch 12 loss 0.4077687207685095 valid acc 15/16
Epoch 12 loss 0.7155151614076894 valid acc 16/16
Epoch 12 loss 0.4973196105033266 valid acc 16/16
Epoch 12 loss 0.3730012795262563 valid acc 15/16
Epoch 12 loss 0.8937120538671509 valid acc 15/16
Epoch 12 loss 0.766626619487281 valid acc 13/16
Epoch 12 loss 0.7530913081505027 valid acc 13/16
Epoch 12 loss 1.006755116391923 valid acc 15/16
Epoch 12 loss 0.24174111029331077 valid acc 15/16
Epoch 12 loss 0.5835210630244263 valid acc 15/16
Epoch 12 loss 0.83823214696414 valid acc 15/16
Epoch 12 loss 1.4379451064300155 valid acc 14/16
Epoch 12 loss 0.9204947349510414 valid acc 15/16
Epoch 12 loss 0.5610784778234499 valid acc 15/16
Epoch 12 loss 0.5706550693566341 valid acc 14/16
Epoch 12 loss 1.3254414645091621 valid acc 14/16
Epoch 12 loss 1.124983300986493 valid acc 16/16
Epoch 12 loss 1.2387569200600796 valid acc 16/16
Epoch 12 loss 0.6555298083258784 valid acc 16/16
Epoch 12 loss 0.7503579810681283 valid acc 16/16
Epoch 12 loss 0.5432500569676146 valid acc 15/16
Epoch 12 loss 0.6682847586433804 valid acc 15/16
Epoch 12 loss 0.9736974269299588 valid acc 16/16
Epoch 12 loss 0.5399117546753277 valid acc 16/16
Epoch 12 loss 0.5890875407990878 valid acc 15/16
Epoch 12 loss 0.2570458610556364 valid acc 16/16
Epoch 12 loss 0.05951095370714232 valid acc 16/16
Epoch 12 loss 1.5236128625628642 valid acc 15/16
Epoch 12 loss 0.5702848474146301 valid acc 15/16
Epoch 12 loss 0.7357834769022324 valid acc 16/16
Epoch 12 loss 1.1149711652622034 valid acc 14/16
Epoch 12 loss 1.133823692248515 valid acc 15/16
Epoch 12 loss 1.6015518983975068 valid acc 14/16
Epoch 12 loss 1.201743785088436 valid acc 14/16
Epoch 12 loss 1.6354464583744281 valid acc 16/16
Epoch 12 loss 0.4463609204765914 valid acc 15/16
Epoch 12 loss 0.49076042505479156 valid acc 15/16
Epoch 12 loss 0.3862147738960291 valid acc 15/16
Epoch 12 loss 1.3430753618301365 valid acc 15/16
Epoch 12 loss 0.6796384473469932 valid acc 15/16
Epoch 12 loss 0.2617017359482537 valid acc 13/16
Epoch 12 loss 0.6850443206205025 valid acc 15/16
Epoch 12 loss 0.40547935212306757 valid acc 14/16
Epoch 12 loss 1.1328569120050447 valid acc 15/16
Epoch 12 loss 1.1025120552282495 valid acc 15/16
Epoch 12 loss 0.3806815345783305 valid acc 15/16
Epoch 12 loss 0.4584139158079629 valid acc 16/16
Epoch 12 loss 0.7438771473069192 valid acc 15/16
Epoch 12 loss 1.140625330791811 valid acc 16/16
Epoch 12 loss 0.5158302601397519 valid acc 15/16
Epoch 12 loss 0.2203846442554142 valid acc 15/16
Epoch 12 loss 0.6717048484459089 valid acc 15/16
Epoch 12 loss 0.26226501055870705 valid acc 16/16
Epoch 12 loss 0.33634446497421916 valid acc 15/16
Epoch 12 loss 0.8713259679494088 valid acc 15/16
Epoch 12 loss 0.8624397869064128 valid acc 15/16
Epoch 12 loss 0.342358332756033 valid acc 16/16
Epoch 12 loss 0.61618328319855 valid acc 14/16
Epoch 12 loss 0.7823159440706628 valid acc 15/16
Epoch 12 loss 0.16469483376453578 valid acc 15/16
Epoch 13 loss 0.00045935578827681773 valid acc 16/16
Epoch 13 loss 0.6223082386305963 valid acc 15/16
Epoch 13 loss 0.959255305999171 valid acc 14/16
Epoch 13 loss 0.5029505830173654 valid acc 15/16
Epoch 13 loss 0.4173161133358344 valid acc 14/16
Epoch 13 loss 0.3724014310140164 valid acc 15/16
Epoch 13 loss 1.7991902391625791 valid acc 15/16
Epoch 13 loss 0.8916422553990903 valid acc 16/16
Epoch 13 loss 1.3484609891331298 valid acc 15/16
Epoch 13 loss 0.18235841415066162 valid acc 15/16
Epoch 13 loss 0.3206901332504548 valid acc 15/16
Epoch 13 loss 1.0676352209439202 valid acc 16/16
Epoch 13 loss 0.7750696522409029 valid acc 14/16
Epoch 13 loss 0.30591512435657364 valid acc 14/16
Epoch 13 loss 0.5868953778487171 valid acc 15/16
Epoch 13 loss 0.4020053568532535 valid acc 14/16
Epoch 13 loss 0.6199737107384945 valid acc 14/16
Epoch 13 loss 0.6650512733978453 valid acc 13/16
Epoch 13 loss 1.2936091241127066 valid acc 15/16
Epoch 13 loss 1.1928782177035901 valid acc 13/16
Epoch 13 loss 1.0053228121063396 valid acc 12/16
Epoch 13 loss 1.5064146176886493 valid acc 14/16
Epoch 13 loss 0.6815959971844872 valid acc 14/16
Epoch 13 loss 0.9787780005007647 valid acc 14/16
Epoch 13 loss 0.6876195269945207 valid acc 15/16
Epoch 13 loss 0.7335581779528236 valid acc 13/16
Epoch 13 loss 0.5116839381189583 valid acc 15/16
Epoch 13 loss 0.7766214690502797 valid acc 15/16
Epoch 13 loss 0.5312070059706274 valid acc 15/16
Epoch 13 loss 0.3404644234485719 valid acc 14/16
Epoch 13 loss 1.7674237029784656 valid acc 13/16
Epoch 13 loss 0.9620367726474043 valid acc 14/16
Epoch 13 loss 0.5066262336476238 valid acc 12/16
Epoch 13 loss 0.38353563020463993 valid acc 13/16
Epoch 13 loss 0.20580752828705218 valid acc 15/16
Epoch 13 loss 0.7720603601654061 valid acc 16/16
Epoch 13 loss 0.5292531413573928 valid acc 15/16
Epoch 13 loss 0.39782102338895753 valid acc 15/16
Epoch 13 loss 0.3166515056074978 valid acc 16/16
Epoch 13 loss 0.17997312032595542 valid acc 16/16
Epoch 13 loss 0.2791443293742496 valid acc 15/16
Epoch 13 loss 1.3979403448696717 valid acc 15/16
Epoch 13 loss 0.8860085927050467 valid acc 16/16
Epoch 13 loss 1.024032603076169 valid acc 15/16
Epoch 13 loss 0.8934028965997888 valid acc 15/16
Epoch 13 loss 0.354203888207248 valid acc 15/16
Epoch 13 loss 1.5948488879519338 valid acc 16/16
Epoch 13 loss 0.763623969118295 valid acc 16/16
Epoch 13 loss 0.525029574361923 valid acc 14/16
Epoch 13 loss 0.32539901038574315 valid acc 14/16
Epoch 13 loss 1.1189574683785666 valid acc 15/16
Epoch 13 loss 0.45023999190651576 valid acc 15/16
Epoch 13 loss 0.3418356094791456 valid acc 16/16
Epoch 13 loss 0.34254872117466395 valid acc 16/16
Epoch 13 loss 0.4473921319948214 valid acc 16/16
Epoch 13 loss 0.6392128159494486 valid acc 16/16
Epoch 13 loss 0.2837240489973084 valid acc 16/16
Epoch 13 loss 0.8370340652081929 valid acc 16/16
Epoch 13 loss 0.7096005273075111 valid acc 16/16
Epoch 13 loss 0.8334319010921895 valid acc 14/16
Epoch 13 loss 0.6464884939156617 valid acc 14/16
Epoch 13 loss 0.2864569068919422 valid acc 13/16
Epoch 13 loss 0.6303228093407909 valid acc 15/16
Epoch 14 loss 0.04498954026174294 valid acc 16/16
Epoch 14 loss 0.8349938794505892 valid acc 16/16
Epoch 14 loss 0.7416264687461985 valid acc 14/16
Epoch 14 loss 0.2252115037506917 valid acc 14/16
Epoch 14 loss 0.7817671256191933 valid acc 15/16
Epoch 14 loss 0.6419459577424595 valid acc 15/16
Epoch 14 loss 0.5916712275341891 valid acc 15/16
Epoch 14 loss 0.8916315366478029 valid acc 15/16
Epoch 14 loss 1.1361063972099041 valid acc 15/16
Epoch 14 loss 0.24782578343561895 valid acc 15/16
Epoch 14 loss 0.6556785411085114 valid acc 15/16
Epoch 14 loss 0.32604547369042824 valid acc 14/16
Epoch 14 loss 1.2583265068248912 valid acc 13/16
Epoch 14 loss 0.9947820062574033 valid acc 16/16
Epoch 14 loss 0.3344751784243747 valid acc 15/16
Epoch 14 loss 1.0088929369771757 valid acc 16/16
Epoch 14 loss 1.2353128087925056 valid acc 14/16
Epoch 14 loss 0.7360299263312069 valid acc 15/16
Epoch 14 loss 1.2735511765364929 valid acc 14/16
Epoch 14 loss 0.6244914227774853 valid acc 16/16
Epoch 14 loss 0.4885291296271408 valid acc 15/16
Epoch 14 loss 0.5657103810812262 valid acc 16/16
Epoch 14 loss 0.34133894595640235 valid acc 16/16
Epoch 14 loss 0.7382867769325859 valid acc 16/16
Epoch 14 loss 0.755185881995007 valid acc 16/16
Epoch 14 loss 0.9870682084932356 valid acc 15/16
Epoch 14 loss 0.3052022949473272 valid acc 15/16
Epoch 14 loss 0.6201330556340869 valid acc 16/16
Epoch 14 loss 0.5879248800873104 valid acc 14/16
Epoch 14 loss 0.1173194594938416 valid acc 14/16
Epoch 14 loss 0.8872479518243417 valid acc 14/16
Epoch 14 loss 0.5435126176870404 valid acc 14/16
Epoch 14 loss 0.22526596415002498 valid acc 15/16
Epoch 14 loss 0.5688755791696634 valid acc 15/16
Epoch 14 loss 0.5345989394736657 valid acc 15/16
Epoch 14 loss 1.2699067191615876 valid acc 14/16
Epoch 14 loss 1.1784475127399368 valid acc 13/16
Epoch 14 loss 0.7099832129345236 valid acc 14/16
Epoch 14 loss 0.6554574474179026 valid acc 14/16
Epoch 14 loss 1.2914547989668341 valid acc 15/16
Epoch 14 loss 0.24211799189878225 valid acc 14/16
Epoch 14 loss 0.6868960564744404 valid acc 14/16
Epoch 14 loss 0.693292364296207 valid acc 15/16
Epoch 14 loss 0.36758685329360713 valid acc 15/16
Epoch 14 loss 0.45348516384974724 valid acc 14/16
Epoch 14 loss 0.1654207369921308 valid acc 15/16
Epoch 14 loss 0.35835332992713087 valid acc 16/16
Epoch 14 loss 1.554433484777841 valid acc 15/16
Epoch 14 loss 0.17196768003334412 valid acc 15/16
Epoch 14 loss 0.4998673658345278 valid acc 15/16
Epoch 14 loss 1.0700949590414763 valid acc 14/16
Epoch 14 loss 0.5359896588197862 valid acc 14/16
Epoch 14 loss 0.7421077953626044 valid acc 15/16
Epoch 14 loss 1.1564521187895729 valid acc 16/16
Epoch 14 loss 0.49205842283765566 valid acc 15/16
Epoch 14 loss 0.4808175780391125 valid acc 14/16
Epoch 14 loss 0.8909635214962818 valid acc 14/16
Epoch 14 loss 0.9123385674069656 valid acc 15/16
Epoch 14 loss 0.7264879796780318 valid acc 14/16
Epoch 14 loss 0.3613788261298335 valid acc 13/16
Epoch 14 loss 0.5100557413871653 valid acc 12/16
Epoch 14 loss 0.2815696520307576 valid acc 13/16
Epoch 14 loss 0.41114233654811766 valid acc 13/16
Epoch 15 loss 0.0006156932374341481 valid acc 13/16
Epoch 15 loss 0.5644636897723435 valid acc 14/16
Epoch 15 loss 0.6066328786843034 valid acc 15/16
Epoch 15 loss 0.8129488082359282 valid acc 15/16
Epoch 15 loss 0.6470291267741759 valid acc 13/16
Epoch 15 loss 0.25051229683949555 valid acc 14/16
Epoch 15 loss 1.1990275176964018 valid acc 15/16
Epoch 15 loss 0.38065021238161406 valid acc 15/16
Epoch 15 loss 0.5564276849260987 valid acc 15/16
Epoch 15 loss 0.5599476223293641 valid acc 16/16
Epoch 15 loss 0.6198756980010579 valid acc 15/16
Epoch 15 loss 0.5486846971039676 valid acc 16/16
Epoch 15 loss 0.7027995630414811 valid acc 15/16
Epoch 15 loss 1.0290400466666965 valid acc 15/16
Epoch 15 loss 0.5166469042196798 valid acc 15/16
Epoch 15 loss 0.6197245896075217 valid acc 14/16
Epoch 15 loss 0.7406886323741957 valid acc 15/16
Epoch 15 loss 0.6790250922550966 valid acc 16/16
Epoch 15 loss 0.6995407156035333 valid acc 14/16
Epoch 15 loss 0.316298655501487 valid acc 14/16
Epoch 15 loss 0.38893995726254005 valid acc 15/16
Epoch 15 loss 0.416679259026063 valid acc 15/16
Epoch 15 loss 0.36876824513225254 valid acc 14/16
Epoch 15 loss 0.9431380576793053 valid acc 15/16
Epoch 15 loss 0.5530891120439895 valid acc 16/16
Epoch 15 loss 1.019810257378422 valid acc 16/16
Epoch 15 loss 0.28884396021732706 valid acc 16/16
Epoch 15 loss 0.3496865144859547 valid acc 16/16
Epoch 15 loss 0.7145180918710397 valid acc 15/16
Epoch 15 loss 0.10839030307352032 valid acc 16/16
Epoch 15 loss 0.19856549116681238 valid acc 15/16
Epoch 15 loss 0.27645554157824814 valid acc 15/16
Epoch 15 loss 0.22408259637489883 valid acc 15/16
Epoch 15 loss 0.39044071726693785 valid acc 15/16
Epoch 15 loss 0.567264475772955 valid acc 16/16
Epoch 15 loss 0.6764090584340696 valid acc 15/16
Epoch 15 loss 0.6533361734453437 valid acc 15/16
Epoch 15 loss 1.2734107790805043 valid acc 13/16
Epoch 15 loss 1.428307378910288 valid acc 14/16
Epoch 15 loss 0.38327841098854276 valid acc 16/16
Epoch 15 loss 0.33782864290682835 valid acc 16/16
Epoch 15 loss 1.2840780191104328 valid acc 16/16
Epoch 15 loss 0.5787856169348038 valid acc 16/16
Epoch 15 loss 0.49285952779651593 valid acc 15/16
Epoch 15 loss 0.7293978095001988 valid acc 14/16
Epoch 15 loss 0.45278617631758256 valid acc 16/16
Epoch 15 loss 0.84625899617494 valid acc 15/16
Epoch 15 loss 0.7648947714063865 valid acc 16/16
Epoch 15 loss 0.6018995500696916 valid acc 15/16
Epoch 15 loss 0.38661354216726296 valid acc 15/16
Epoch 15 loss 0.618947518936104 valid acc 14/16
Epoch 15 loss 0.3678071210321169 valid acc 15/16
Epoch 15 loss 0.6811347860846982 valid acc 15/16
Epoch 15 loss 0.34734142342461566 valid acc 15/16
Epoch 15 loss 0.956475302093657 valid acc 14/16
Epoch 15 loss 0.1044321067485829 valid acc 14/16
Epoch 15 loss 0.3146813155799042 valid acc 14/16
Epoch 15 loss 0.521941433493775 valid acc 14/16
Epoch 15 loss 0.31802351095406706 valid acc 15/16
Epoch 15 loss 0.8863999465000788 valid acc 14/16
Epoch 15 loss 0.40858327840944936 valid acc 14/16
Epoch 15 loss 0.21426444364082872 valid acc 16/16
Epoch 15 loss 0.6428112465615532 valid acc 16/16
Epoch 16 loss 0.05237302534263194 valid acc 16/16
Epoch 16 loss 0.6332054031194161 valid acc 16/16
Epoch 16 loss 0.2606957569101716 valid acc 16/16
Epoch 16 loss 0.6365491576108486 valid acc 15/16
Epoch 16 loss 0.46361124749695143 valid acc 15/16
Epoch 16 loss 0.48535446058658605 valid acc 15/16
Epoch 16 loss 1.3805917730679396 valid acc 14/16
Epoch 16 loss 0.4912503716141626 valid acc 15/16
Epoch 16 loss 0.48816415599183965 valid acc 15/16
Epoch 16 loss 0.4167743208404871 valid acc 14/16
Epoch 16 loss 0.8281440663475296 valid acc 12/16
Epoch 16 loss 1.8156158116942431 valid acc 15/16
Epoch 16 loss 0.8986618808775221 valid acc 15/16
Epoch 16 loss 1.0760575208620635 valid acc 16/16
Epoch 16 loss 0.7740691446811047 valid acc 15/16
Epoch 16 loss 1.1789047838232176 valid acc 16/16
Epoch 16 loss 1.0934602311373323 valid acc 14/16
Epoch 16 loss 1.0306460321115913 valid acc 15/16
Epoch 16 loss 1.5098434988497107 valid acc 16/16
Epoch 16 loss 0.6444186070979419 valid acc 16/16
Epoch 16 loss 0.8679008606521328 valid acc 16/16
Epoch 16 loss 0.6141236781737576 valid acc 16/16
Epoch 16 loss 0.3222147639493292 valid acc 15/16
Epoch 16 loss 1.2015357292775464 valid acc 15/16
Epoch 16 loss 0.5262973730391547 valid acc 16/16
Epoch 16 loss 0.8476162116151902 valid acc 15/16
Epoch 16 loss 0.4608542753478787 valid acc 15/16
Epoch 16 loss 0.5031326730460108 valid acc 15/16
Epoch 16 loss 0.48617095088018886 valid acc 15/16
Epoch 16 loss 0.2955697012320038 valid acc 15/16
Epoch 16 loss 0.8476605332855041 valid acc 14/16
Epoch 16 loss 0.9353377338538726 valid acc 15/16
Epoch 16 loss 0.26795926504836937 valid acc 15/16
Epoch 16 loss 0.3499244829259731 valid acc 15/16
Epoch 16 loss 0.582423673640816 valid acc 15/16
